Text;Jahr;Häufigkeit;Ground Truth?;Ground-Truth Quelle/ID
Möser, Albert – Der Bildhauer des Nero;1869;1;0;
Möser, Albert – Der Langobardenturm;1869;1;0;
Möser, Albert – Die Gotthardbahn (1881);1869;1;0;
Möser, Albert – Die heiligen drei Könige;1869;1;0;
Möser, Albert – Die Locke der Konstanze;1869;1;0;
Möser, Albert – Doktor Faust in Salzburg;1869;1;0;
Möser, Albert – Empedokles auf dem Ätna;1869;1;0;
Möser, Albert – Friedrich III. (1474);1869;1;0;
Möser, Albert – Gotthardbahn (Dez. 1881);1869;1;0;
Möser, Albert – Ixion;1869;1;0;
Möser, Albert – Kaiser Augustus und die Sibylle von Tibur;1869;1;0;
Möser, Albert – Klaudianus;1869;1;0;
Möser, Albert – König Enzio;1869;1;0;
Möser, Albert – Konradin vor Biterbo (1268);1869;1;0;
Möser, Albert – Kyrsas;1869;1;0;
Möser, Albert – Leichenzug Ottos III. (1002);1869;1;0;
Möser, Albert – Lied der Belleda;1869;1;0;
Möser, Albert – Lied der Kalypso;1869;1;0;
Möser, Albert – Lied des Normannen (Um 1100);1869;1;0;
Möser, Albert – Lied Ludwigs des Bayern;1869;1;0;
Möser, Albert – Nächtliche Reichswacht auf der roncalischen Ebene;1869;1;0;
Möser, Albert – Odoacker und der heilige Severin (476);1869;1;0;
Möser, Albert – Orestes;1869;1;0;
Möser, Albert – Ottos I. Vermählung;1869;1;0;
Möser, Albert – Prometheus;1869;1;0;
Möser, Albert – Sulla vor Athen;1869;1;0;
Möser, Albert – Über dem Schlachtfeld von Marathon;1869;1;0;
Möser, Albert – Venus von Trier;1869;1;0;
Möser, Albert – Zwei Momente;1869;1;0;
Much, Hans – Franz v. Sickingens Sterbestunde;1907;1;0;
Mühl, Gustav – Ein Künstlerleben;1853;1;0;
Mühler, Heinrich von – Heinrich I.;1847;1;0;
Mühler, Heinrich von – Verzeihung;1847;1;0;
Müller von der Werra – Kaiserin Augusta;1857;1;0;
Müller von Königswinter, Wolfgang – Albertus Magnus;1849;1;0;
Müller von Königswinter, Wolfgang – An Alexander von Humboldt;1849;1;0;
Müller von Königswinter, Wolfgang – An Alfred Meißner;1849;1;0;
Müller von Königswinter, Wolfgang – An C. F. Lessing;1849;1;0;
Müller von Königswinter, Wolfgang – An Ernst Moritz Arndt;1849;1;0;
Müller von Königswinter, Wolfgang – An Friedrich Overbeck;1849;1;0;
Müller von Königswinter, Wolfgang – An Hakob und Wilhelm Grimm;1849;1;0;
Müller von Königswinter, Wolfgang – Beethoven;1849;1;0;
Müller von Königswinter, Wolfgang – Chlodwig;1849;1;0;
Müller von Königswinter, Wolfgang – Das Schloß im See;1849;1;0;
Müller von Königswinter, Wolfgang – Das Zepter Rudolfs von Habsburg (1273);1849;1;0;
Müller von Königswinter, Wolfgang – Der freie Bauer;1849;1;0;
Müller von Königswinter, Wolfgang – Der Templer von Lahneck;1849;1;0;
Müller von Königswinter, Wolfgang – Deutschlands Wächter;1849;1;0;
Müller von Königswinter, Wolfgang – Die Junker von Nesselrath;1849;1;0;
Müller von Königswinter, Wolfgang – Die Sage;1849;1;0;
Müller von Königswinter, Wolfgang – Eine Burg am Rhein;1849;1;0;
Müller von Königswinter, Wolfgang – Eine Rheinstadt;1849;1;0;
Müller von Königswinter, Wolfgang – Empor das Haupt!;1849;1;0;
Müller von Königswinter, Wolfgang – Friedrich von Spee;1849;1;0;
Müller von Königswinter, Wolfgang – Heinrich Frauenlob;1849;1;0;
Müller von Königswinter, Wolfgang – Jakob von England;1849;1;0;
Müller von Königswinter, Wolfgang – Johann von Werh;1849;1;0;
Müller von Königswinter, Wolfgang – Jojakim;1849;1;0;
Müller von Königswinter, Wolfgang – Kurzbold;1849;1;0;
Müller von Königswinter, Wolfgang – Markgraf Otto der Faule;1849;1;0;
Müller von Königswinter, Wolfgang – Noch lange nicht genug. Ein Lied vom Fürsten Bismarck;1849;1;0;
Müller von Königswinter, Wolfgang – Preußens Helden;1849;1;0;
Müller von Königswinter, Wolfgang – Radbot;1849;1;0;
Müller von Königswinter, Wolfgang – Richard Löwenherz und Blondel;1849;1;0;
Müller von Königswinter, Wolfgang – St. Ludger;1849;1;0;
Müller von Königswinter, Wolfgang – Tilly;1849;1;0;
Müller von Königswinter, Wolfgang – Verbindung Deutschlands und Hollands durch eine Eisenbahn;1849;1;0;
Müller-Gögler, Maria – Kriegskind (1944);1934;1;0;
Müller, Karl Otfried – Johannes Gutenberg. ✝︎ 1468 n. Chr.;1853;1;0;
Müller, Moritz – Hermann von Siebeneichen;1840;1;0;
Münchhausen, Börries von – „All Fehd hat nun ein Ende“;1913;1;0;
Münchhausen, Börries von – Alter Obrister;1911;1;0;
Münchhausen, Börries von – Der Abschied zu Fontainebleau;1908;1;0;
Münchhausen, Börries von – Der Auswanderer (1919);1919;1;0;
Münchhausen, Börries von – Der Rückzug;1912;1;0;
Münchhausen, Börries von – Die Freunde;1911;1;0;
Münchhausen, Börries von – Dürers letztes Werk;1919;1;0;
Münchhausen, Börries von – Halfdan, Ragnars Sohn;1897;1;0;
Münchhausen, Börries von – Landgrafenballade;1908;1;0;
Münchhausen, Börries von – Mittelstand;1908;1;0;
Münchhausen, Börries von – Schwertspruch;1911;1;0;
Münchhausen, Börries von – Wir;1901;1;0;
Münchhausen, Börries von – Wodans Ritt;1900;1;0;
Muth, Franz Alfred – Der heilige Bernhard;1873;1;0;
Muth, Franz Alfred – Graf Eberhard der Milde;1873;1;0;
Muth, Franz Alfred – Pfalzgrafentöchterlein;1873;1;0;
Muth, Franz Alfred – Richard von Cornwallis;1873;1;0;
Muth, Franz Alfred – Teuerer Kaiser! Lorbeerreiser;1873;1;0;
Naumann, Hans – Bruchstücke des alten Sigurdliedes;1920;1;0;
Netz, Karl Ludwig – Ataulf und Placidia;1853;1;0;
Netz, Karl Ludwig – Caracalla im Alemannenlande (211–217);1853;1;0;
Netz, Karl Ludwig – Der Allemannen erster Zug in’s Römerland;1853;1;0;
Netz, Karl Ludwig – Theoderichs des Westgotenkönigs Heldentod;1853;1;0;
Netz, Karl Ludwig – Totilas;1853;1;0;
Neubürger, Emil – Cromwell am Sterbebette seiner Tochter;1860;1;0;
Neumann, Hermann – Der Dreizehnte;1842;1;0;
Nicol, Günther – Marius in Minturnä;1840;1;0;
Nicolai, Rudolph – Jo Triumphe!;1865;1;0;
Niedergesäß, Robert – Der Tod des Cid;1863;1;0;
Niedergesäß, Robert – Es treibet ohne Rast und Ruh;1863;1;0;
Niedergesäß, Robert – Meister Gutenberg;1863;1;0;
Nierentz, Hans Jürgen – Als Deutschland stürzte;1929;1;0;
Nierentz, Hans Jürgen – Deutschland, große Schmiede;1933;1;0;
Nierentz, Hans Jürgen – Flieg, deutsche Fahne, flieg;1933;1;0;
Nießen, Joseph – Unser Kaiserpaar im hl. Lande;1898;1;0;
Nießen, Joseph – Zum 22. März 1897 [Erd und Himmel sind verbündet];1898;1;0;
Nießen, Joseph – Zum 22. März 1897 [Friedensklänge hallen wieder];1898;1;0;
Niffel, Karl – Der letzte Piast;1851;1;0;
Nöthig, Theobald – Bei Gravelotte;1875;1;0;
Nöthig, Theobald – Wir Königsgrenadiere;1875;1;0;
Oelkers, Hermann Theodor – Karl’s Tod (814);1850;1;0;
Oertel, Georg – Am Geburtstage des Kaisers;1890;1;0;
Oertel, Georg – An die Kaiserin;1890;1;0;
Oertel, Georg – König Alberts Heimgang;1890;1;0;
Oertzen, Georg von – Moritz von Sachsen vor Magdeburg;1863;1;0;
Oken, L. – Der Studentenfriede auf der Wartburg;1860;1;0;
Oldofredi-Hager, Julie – Die Dornenkrone Christi im Wappen der Grafen Thürheim;1847;1;0;
Oldofredi-Hager, Julie – Vincenz Prießnitz;1847;1;0;
Opel, Wilhelm – Heinz von Lüder;1860;1;0;
Oppenberg, Ferdinand – Der Bauernhof;1933;1;0;
Oppenberg, Ferdinand – Detmar von Dieke anno 1234;1933;1;0;
Oppenberg, Ferdinand – Deutschland du;1933;1;0;
Oppenberg, Ferdinand – Sonnenwende;1933;1;0;
Ortner, Hermann Heinz – Das Lied vom Steffel Fadinger (1626);1929;1;0;
Oser, Friedrich – A. Kopisch;1854;1;0;
Oser, Friedrich – A. Schnezler;1854;1;0;
Oser, Friedrich – Luther auf der Jagd;1854;1;0;
Osterwald, Wilhelm – Alboins Rache;1854;1;0;
Osterwald, Wilhelm – Alboins Tod;1854;1;0;
Osterwald, Wilhelm – Alfred der Große schlägt den Dänenkönig Guthorm;1854;1;0;
Osterwald, Wilhelm – Die deutsche Armee in Kaiserslautern;1854;1;0;
Osterwald, Wilhelm – Die olympischen Spiele;1854;1;0;
Osterwald, Wilhelm – Guthorms Taufe;1854;1;0;
Osterwald, Wilhelm – Kaiser Wilhelm I. im Lazareth zu Versailles;1854;1;0;
Osterwald, Wilhelm – Langobarden und Heruler;1854;1;0;
Otte, Fr. – Appenzell;1847;1;0;
Otte, Fr. – Brettigau;1847;1;0;
Otte, Fr. – Chaldar;1847;1;0;
Otte, Fr. – Das Bischofsmahl;1847;1;0;
Otte, Fr. – Das Fest des Armurius;1847;1;0;
Otte, Fr. – Der Dom zu Hildesheim;1853;1;0;
Otte, Fr. – Der Knabe von Luzern;1847;1;0;
Otte, Fr. – Der Vogt von Schwanau;1847;1;0;
Otte, Fr. – Die drei Bauern;1847;1;0;
Otte, Fr. – Die drei Telle;1853;1;0;
Otte, Fr. – Drei Bauern (1387);1853;1;0;
Otte, Fr. – Enguerrand von Rondschatel;1847;1;0;
Otte, Fr. – Gertrude von Balm;1847;1;0;
Otte, Fr. – Hans Holbein;1847;1;0;
Otte, Friedrich – Appenzell;1853;1;0;
Otte, Friedrich – Der Kaisermord. 3. Gertrude von Balm;1853;1;0;
Otte, Friedrich – Kaiser Rudolf;1853;1;0;
Ottenheimer, Henriette – Die Gräber von Mossolunghi;1841;1;0;
Otto, Luise – Ulrich von Hutten’s Dichterkrönung;1853;1;0;
Palmer, Albert – Des Löwen Spur;1886;1;0;
Paoli, Betty – Bei Enthüllung des Schwarzenberg-Monumentes;1848;1;0;
Paoli, Betty – Der Aufstand der Bendée;1848;1;0;
Pape, Joseph – Sabine;1865;1;0;
Parucker, Karl – Die Erfindung des Schießpulvers;1860;1;0;
Pasig, Gustav – Das Opfer auf Lesbos;1867;1;0;
Pasig, Gustav – Eine arme deutsche Hand;1867;1;0;
Pasig, Gustav – Phemios;1867;1;0;
Pasig, Gustav – Vercingetorix;1867;1;0;
Paulus, Eduard von – Deutsches Volk!;1871;1;0;
Paulus, Eduard von – Nimm dich in Acht!;1871;1;0;
Paulus, Eduard von – Schiller;1871;1;0;
Paust, Otto – Chor der Soldaten;1931;1;0;
Paust, Otto – Das Lied vom „Verlorenen Haufen“;1931;1;0;
Peinlich, Richard – Festlied zur 100jährigen Gedächtnisfeier der militär. Organisation d. Grazer Bürgercorps;1853;1;0;
Peist, Hermann – Die Weihnacht von 1813;1869;1;0;
Penn, Heinrich – Herr Herbart Auersperg;1872;1;0;
Penn, Heinrich – Johannes Hus’ Tod;1872;1;0;
Penn, Heinrich – Tillys Verwundung bei Main am Lech;1872;1;0;
Penn, Heinrich – Zwei Thore II.;1872;1;0;
Petersen, Albert – Der Angelsachsen Abfahrt;1891;1;0;
Petersen, Ingwer – Die Adelsschlacht;1883;1;0;
Petrenz, Adolf – Königsberg 1812;1906;1;0;
Petrenz, Adolf – Tannenberg;1906;1;0;
Pfau, Ludwig – Bei Lützen;1855;1;0;
Pfau, Ludwig – Friedrich von Schiller;1855;1;0;
Pfau, Ludwig – Schillers Tod;1855;1;0;
Pfeiffer, Maximilian – Pappenheimer Kürassiere;1909;1;0;
Pfeil, Eduard von – Das Lied vom Dreyse;1867;1;0;
Pfeil, Eduard von – Johann Nikolaus von Dreyse;1867;1;0;
Pfizer, Gustav – Andreas Hofer;1841;1;0;
Pfizer, Gustav – Blücher;1841;1;0;
Pfizer, Gustav – Der letzte Seufzer des Mauren;1841;1;0;
Pfizer, Gustav – Die Tartarenschlacht bei Wahlstatt;1841;1;0;
Pfizer, Gustav – Friedrich II. und Joseph II.;1841;1;0;
Pfizer, Gustav – Hermes Psychopompos;1841;1;0;
Pichler, Adolf – An Aschensee (1870);1853;1;0;
Pichler, Adolf – Die Vertreibung der Zillerthaler;1853;1;0;
Pichler, Adolf – II. [Zur Feier des 25. Jahrestages der Vermälung Ihrer Majestäten. Willkommen holder Frühlingstag];1853;1;0;
Pichler, Adolf – Sebastian Bach;1853;1;0;
Pichler, Luise – Gamming;1850;1;0;
Pichler, Luise – Kaiser Friedrich Barbarossa in Susa;1857;1;0;
Pichler, Luise – Marat’s Tod;1857;1;0;
Pietsch, Ludwig – Die Märzereignisse in Berlin. Aussage des Malers Ludwig Pietsch;1858;1;0;
Piscator, Erwin – Denk’ daran!;1927;1;0;
Pleitner, Emil – Spatenrecht;1887;1;0;
Pleyer, Wilhelm – Der Bauernkaiser;1935;1;0;
Pleyer, Wilhelm – Im Kerker;1935;1;0;
Pleyer, Wilhelm – Sanssouci;1935;1;0;
Ploetz, Hermann – Der letzte Triglaspriester von Julin;1904;1;0;
Ploetz, Hermann – Joachim Appelmann;1904;1;0;
Pocci, Franz von – Die Gründung d. Klosters Wessobrunn;1841;1;0;
Pocci, Franz von – Hans von Sagan (1370);1841;1;0;
Pocci, Franz von – Hartmann von Siebeneichen (1168);1841;1;0;
Pocci, Franz von – Landsknechtslieder. Abgelöst;1841;1;0;
Pocci, Franz von – Landsknechtslieder. Schildwacht;1841;1;0;
Pocci, Franz von – Prinz Eugen in Reutlingen;1841;1;0;
Polack, Friedrich – Lutherbuche und Lutherbrunnen (Am 4. Mai 1521) (Bei Altenstein im Thüringerwalde);1869;1;0;
Pollhammer, Josef – Ödipus auf Kolonos;1866;1;0;
Port, Frieda – Walther von der Vogelweide;1893;1;0;
Posthumus, Theodor – Begnadigung;1844;1;0;
Posthumus, Theodor – Der Commandant;1844;1;0;
Posthumus, Theodor – Der Flötenlehrer;1844;1;0;
Posthumus, Theodor – Die Rheinfahrt;1844;1;0;
Posthumus, Theodor – Erziehungsvorschrift;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Antwort;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Arbbeiten;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Begnadigung;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Begräbnis;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Briefe: Friedrich an den König;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Das Kriegsrecht;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Das Verhör;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Der Commandant;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Der Flötenlehrer;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Der Schwede;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Die Rheinfahrt;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Die Schärfung d. Strafe;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Erziehungsvorschrift;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Keime der Zwietracht;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Nachschrift;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Neues Regiment;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Regierungswechsel;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Rheinsberg;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Rückkehr zu den Seinen;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Rücktritt in’s Heer;1844;1;0;
Posthumus, Theodor – Friedrich Wilhelm I. Tod des Vaters;1844;1;0;
Posthumus, Theodor – Geburt;1844;1;0;
Posthumus, Theodor – Keime der Zwietracht;1844;1;0;
Posthumus, Theodor – Rückkehr zu den Seinen;1844;1;0;
Posthumus, Theodor – Rücktritt in’s Heer;1844;1;0;
Posthumus, Theodor – Schärfung der Strafe;1844;1;0;
Posthumus, Theodor – Tod des Vaters;1844;1;0;
Posthumus, Theodor – Tod Friedrich Wilhelms I.;1844;1;0;
Posthumus, Theodor – Verwendung der Generale;1844;1;0;
Prechtler, Otto – Der Ackersmann;1847;1;0;
Prechtler, Otto – Erinnerung an Radetzky;1847;1;0;
Prechtler, Otto – Vatersegen;1847;1;0;
Presber, Rudolf – Der Kriegsplan;1902;1;0;
Presber, Rudolf – Der sterbende Grenadier;1902;1;0;
Presber, Rudolf – Ein junger Held;1902;1;0;
Presber, Rudolf – Menzel im Himmel;1902;1;0;
Presber, Rudolf – Vision bei Worms;1902;1;0;
Priem, Johann Paul – Der Schneidergeneral;1849;1;0;
Prittwitz-Gaffron, Konrad von – Alexander und Poros;1863;1;0;
Prittwitz-Gaffron, Konrad von – Der junge Alexander;1863;1;0;
Prittwitz-Gaffron, Konrad von – Odysseus’ Heimkehr;1863;1;0;
Prokesch, Friederike – Lied nach dem Rheinübergange;1870;1;0;
Pröll, Karl – Bresche im Wall;1874;1;0;
Proschko, Franz Isidor – Das Schulkind und der Kaiser;1850;1;0;
Proschko, Franz Isidor – Der Herr Gevatter;1850;1;0;
Proschko, Franz Isidor – Der rechte Weg;1850;1;0;
Proschko, Franz Isidor – Die Kaiser-Eichen;1850;1;0;
Proschko, Franz Isidor – Die Totenglocken;1850;1;0;
Proschko, Franz Isidor – Kaiser Franz II. und sein Lehrer;1850;1;0;
Proschko, Franz Isidor – VI. Oesterreich;1850;1;0;
Proschko, Hermine E. – Bruderliebe;1874;1;0;
Proschko, Hermine E. – Der Wachtposten zu Luxenburg;1874;1;0;
Proschko, Hermine E. – Die Hand des Herrn;1874;1;0;
Proschko, Hermine E. – Ein junges Kriegerherz;1874;1;0;
Proschko, Hermine E. – Lorbeerkranz und Myrtenkrone;1874;1;0;
Prutz, Robert – An Dahlmann;1850;1;0;
Prutz, Robert – An Deutschlands Gelehrte;1842;1;0;
Prutz, Robert – Der Räuber und das Kruzifix;1850;1;0;
Prutz, Robert – Der Rhein;1850;1;0;
Prutz, Robert – Freiheit;1845;1;0;
Prutz, Robert – Jubellied;1850;1;0;
Prutz, Robert – Noch ist die Freiheit nicht verloren;1850;1;0;
Prutz, Robert – Reminiscenz an Badens Landtage;1842;1;0;
Puff, Rudolph – Das Wappen der Dietrichsteine;1842;1;0;
Puff, Rudolph – Des Lichtensteiners Schwanenlied;1842;1;0;
Puff, Rudolph – Die Ahnenprobe;1842;1;0;
Puff, Rudolph – Krains Leonidas;1842;1;0;
Puff, Rudolph – Ulrich von Graben;1842;1;0;
Putlitz, Gustav Gans zu – Der Franzmann warf mit Neid und Hader;1855;1;0;
Puttkamer, Alberta von – Barbarossa unter dem Bibelstein;1883;1;0;
Puttkamer, Alberta von – Der singende Knabe im Straßburger Münster;1883;1;0;
Puttkamer, Alberta von – Hagens Verrat;1883;1;0;
Puttkamer, Alberta von – Nachts am Lügenfeld;1883;1;0;
Püttmann, Hermann – Der letzte Ritter von Altenahr;1845;1;0;
Quitzmann, Ernst Anton – Die Schlacht bei Ampfing;1843;1;0;
Raabe, Wilhelm – Belagerte Stadt – Verlorene Stadt (Magdeburg 1631);1865;1;0;
Raabe, Wilhelm – Der Rattenfänger von Hameln;1865;1;0;
Raabe, Wilhelm – Der Retter;1865;1;0;
Raabe, Wilhelm – Die Zeit ist schwer;1865;1;0;
Raabe, Wilhelm – Herr Schill;1865;1;0;
Raabe, Wilhelm – Lied auf die Zerstörung Magdeburgs;1865;1;0;
Raabe, Wilhelm – Verlassenes Kind;1865;1;0;
Raabe, Wilhelm – Was die Großmutter zu erzählen wußte;1865;1;0;
Raabe, Wilhelm – Zum Schillerfest;1865;1;0;
Rau, Heribert – Fürstenfreundschaft;1847;1;0;
Rau, Heribert – Kaiser Heinrichs IV. Leiche;1847;1;0;
Rau, Heribert – Zetta;1847;1;0;
Raulf, Emanuel – Ernst der Eiserne, Herzog von Steyermark (Um 1510) (Das theuerste Hufeisen);1851;1;0;
Reder, Heinrich von – Auf dem Wörther Schlachtfeld;1858;1;0;
Reder, Heinrich von – Die Blumenvase;1858;1;0;
Reder, Heinrich von – Landsknechtslied;1858;1;0;
Reder, Heinrich von – Roßbach;1858;1;0;
Reder, Heinrich von – Sie haben ihn begraben;1858;1;0;
Reder, Heinrich von – Vor Bazailles;1858;1;0;
Redwitz, Oskar von – 1849;1857;1;0;
Redwitz, Oskar von – Aus dem Liede vom neuen deutschen Reich;1857;1;0;
Redwitz, Oskar von – Bei Lützows wilder Jagd;1857;1;0;
Redwitz, Oskar von – Bist du zufrieden, deutsches Volk?;1857;1;0;
Redwitz, Oskar von – Das Wartburgfest;1857;1;0;
Redwitz, Oskar von – Des Kerkers Tor;1857;1;0;
Redwitz, Oskar von – Deutsche Turner;1857;1;0;
Redwitz, Oskar von – Einst hieß man uns des Vaterlands Befreier;1857;1;0;
Redwitz, Oskar von – König und Königssohn;1857;1;0;
Redwitz, Oskar von – Metz (14., 16. und 18. August 1870);1857;1;0;
Redwitz, Oskar von – Moltke;1857;1;0;
Reiff, August – Die Helden der „Möve“ (4. März 1916);1900;1;0;
Remy, Max – Das Räthsel;1862;1;0;
Remy, Max – Dem Kaiser Wilhelm;1873;1;0;
Remy, Max – Dem Könige Wilhelm;1873;1;0;
Remy, Max – Der lange Karl;1862;1;0;
Remy, Max – Des Kriegers feste Burg;1862;1;0;
Remy, Max – Die Berliner Universität;1862;1;0;
Remy, Max – Faule Justiz;1862;1;0;
Remy, Max – Friedrich Wilhelm IV. von Preußen und das Kind;1873;1;0;
Remy, Max – Leibnitz;1862;1;0;
Remy, Max – Napoleon’s Rückkehr von Elba, 1815;1862;1;0;
Renaud, Theodor – Bei Sedan;1878;1;0;
Renaud, Theodor – Karl V. und Jakob Sturm;1878;1;0;
Renaud, Theodor – Otfrieds Tod;1878;1;0;
Renk, Anton – Die Sennin;1905;1;0;
Renk, Anton – Hartmann von Siebeneich;1905;1;0;
Renner, Gustav – Cäsar;1900;1;0;
Renner, Gustav – Die Glocken;1900;1;0;
Renner, Gustav – Siegrund und Helge;1900;1;0;
Reumont, Alfred von – An den Kronprinzen von Preußen;1842;1;0;
Reuter, F. – Großmudding, hei is dod;1844;1;0;
Reuter, Wilhelm – Childebert;1867;1;0;
Rhyn, Hans – An der Beresina (1812);1922;1;0;
Rhyn, Hans – Der Rückzug von Meaux (1567);1922;1;0;
Richter, Paul – Brusehawer (1478);1907;1;0;
Richter, Paul – Ritter und Knappe;1907;1;0;
Riemerschmid, Werner – Das Grab der Dreihundert;1929;1;0;
Rilke, Rainer Maria – Kriegsknechtsgesang;1909;1;0;
Rilke, Rainer Maria – Szene aus dem Dreißigjährigen Kriege;1909;1;0;
Ring, Max – Der Sieg der Geister;1851;1;0;
Rittershaus, Emil – An Kaiser Wilhelms Bahre;1868;1;0;
Rittershaus, Emil – Beim Grundstein des Nationaldenkmals auf dem Niederwald;1868;1;0;
Rittershaus, Emil – Dem Kaiser und dem Reiche getreu bis in den Tod;1868;1;0;
Rittershaus, Emil – Deutschlands Siegesdank;1868;1;0;
Rittershaus, Emil – Ein Scheidegruß für das Jahr 1888;1868;1;0;
Rittershaus, Emil – Germania an der Wiege des jüngsten Hohenzollern;1868;1;0;
Rittershaus, Emil – Helgoland;1868;1;0;
Rittershaus, Emil – Schwarz-Roth-Gold. (Rückblick auf den Krieg);1868;1;0;
Rittershaus, Emil – Wider Bonaparte!;1868;1;0;
Rittershaus, Emil – Zum 18. August 1870;1868;1;0;
Rocholl, R. – Elia und die Wittwe zu Zarpath;1856;1;0;
Rocholl, R. – König Joram’s Abgötterei;1856;1;0;
Rodenberg, J. von – Marschner;1853;1;0;
Rodenberg, J. von – Meyerbeer;1853;1;0;
Rodenberg, J. von – Schumann;1853;1;0;
Rodenberg, J. von – Spohr;1853;1;0;
Rodenberg, Julius – Wolauf, für den Rhein! Nach Paris, nach Paris!;1865;1;0;
Roderich, Albert – Die alte Schülerin;1880;1;0;
Roëll, Paul von – Der Kaiser zog nach dem Morgenland;1884;1;0;
Roëll, Paul von – Des Prinzen Karl Tod;1884;1;0;
Roëll, Paul von – Zum 27. Januar 1898;1884;1;0;
Rogge, Friedrich Wilhelm – Das Grablied der Musen;1842;1;0;
Rogge, Friedrich Wilhelm – Das Haus des Pindar;1842;1;0;
Rogge, Friedrich Wilhelm – Der Dolmetsch des Xerxes;1842;1;0;
Rogge, Friedrich Wilhelm – Der Kaiser bei Bautzen;1842;1;0;
Rogge, Friedrich Wilhelm – Der verlorne Kaiser;1842;1;0;
Rogge, Friedrich Wilhelm – Die Tränen des Scipio;1842;1;0;
Rogge, Friedrich Wilhelm – Ritter Ulrichs Abentheuer;1842;1;0;
Rohrscheidt, Kurt von – Die Vierhhundert von Prorzheim;1891;1;0;
Roller, Christian – Leodegar und Ebroin;1874;1;0;
Rollett, Hermann – Arnold von Brescia;1853;1;0;
Rollett, Hermann – Huldreich Zwingli;1853;1;0;
Rollett, Hermann – Johann Wiclef’s Gebeine;1853;1;0;
Rollett, Hermann – Tiberius und Cajus Gracchus;1853;1;0;
Rollett, Hermann – Zwingli’s Tod;1853;1;0;
Rommel, Ernst – Heinrich der Löwe u. Friedrich Barbarossa;1853;1;0;
Roquette, Otto – Heinrich Frauenlob (✝︎ 1318);1858;1;0;
Roquette, Otto – Petrus von Binca;1858;1;0;
Rosegger, Peter – Ein Blättchen Papier;1877;1;0;
Rosegger, Peter – Ein Freund ging nach Amerika;1877;1;0;
Rosegger, Peter – Gebet;1877;1;0;
Rosmer, Ernst – Unsern Toten;1900;1;0;
Rovenhagen – Prinz Wilhelms Eintritt ins Heer;1864;1;0;
Rudert, Willy – Holks Reiter in Siehdichfür bei Falkenstein;1918;1;0;
Rüdiger, Aloys – Am Geburtstage des Kaisers;1894;1;0;
Rüdiger, Eduard von – Friedrich der Große nach dem Ueberfall von Hochkirch;1862;1;0;
Ruppel, Heinrich – Manfred von Richthofen und der Alte Fritz (21. April 1918);1920;1;0;
Ruseler, Georg – Frauke von Borkum;1900;1;0;
Ruseler, Georg – Wittekind vor der Taufe;1900;1;0;
Saar, Ferdinand von – Bismarcks Tod;1867;1;0;
Saar, Ferdinand von – Der Ziegelschlag;1867;1;0;
Saar, Ferdinand von – Mozart;1867;1;0;
Salis, Meta von – Manfreds Flucht;1889;1;0;
Sartori, Paul – Phaëton;1891;1;0;
Sassenreuter, Georg Joseph – Die Türken vor Wien;1842;1;0;
Sassenreuter, Georg Joseph – Friedrich von Spee;1842;1;0;
Sassenreuter, Georg Joseph – König Maximilian I. von Baiern und der Wirth zu Lambach;1842;1;0;
Schack, Adolf Friedrich Graf von – Ämilius Paulus;1849;1;0;
Schack, Adolf Friedrich Graf von – Bei Athen;1849;1;0;
Schack, Adolf Friedrich Graf von – Das Bahrrecht;1849;1;0;
Schack, Adolf Friedrich Graf von – Der Tempel von Ägina;1849;1;0;
Schack, Adolf Friedrich Graf von – Die Athener in Syrakus;1849;1;0;
Schack, Adolf Friedrich Graf von – Die Pythia;1849;1;0;
Schack, Adolf Friedrich Graf von – Die seligen Inseln (Sertorius);1849;1;0;
Schack, Adolf Friedrich Graf von – Evadne;1849;1;0;
Schack, Adolf Friedrich Graf von – Im Theater des Dionysus;1849;1;0;
Schack, Adolf Friedrich Graf von – In Olympia;1849;1;0;
Schack, Adolf Friedrich Graf von – Metella;1849;1;0;
Schack, Adolf Friedrich Graf von – Rast bei Milet;1849;1;0;
Schack, Adolf Friedrich Graf von – Sertorius Tod;1849;1;0;
Schack, Adolf Friedrich Graf von – Siegesfeier in Straßburg;1849;1;0;
