Text;Jahr;Häufigkeit;Ground Truth?;Ground-Truth Quelle/ID
Münchhausen, Börries von – Jagdlied;1901;2;0;
Münchhausen, Börries von – Schlachtfeld am Barenberge;1913;2;0;
Neßler, Friedrich – Herzog Bernhard von Weimar vor Neuenburg;1840;2;0;
Netz, Karl Ludwig – Alarich, der Westgote;1853;2;0;
Netz, Karl Ludwig – Belisar vor Ravenna;1853;2;0;
Netz, Karl Ludwig – Die Völkerwanderung;1853;2;0;
Nicol, Günther – Jahns Ohrfeige;1840;2;0;
Nicol, Günther – Kaiser Heinrich III. und König Heinrich I. von Frankreich;1840;2;0;
Oelkers, Hermann Theodor – Landgraf Ludwig's Auferstehung;1850;2;0;
Oppenberg, Ferdinand – Die Schlacht im Teutoburger Wald;1933;2;0;
Oser, Friedrich – Frau Käthe’s List;1854;2;0;
Osterwald, Wilhelm – Das Vaterland ruft, und wir alle sind da!;1854;2;0;
Osterwald, Wilhelm – Der Choral von Kaiserslautern;1854;2;0;
Ostini, Fritz von – Zeppelin als Erzieher;1895;2;0;
Penn, Heinrich – Die Flagellanten;1872;2;0;
Penn, Heinrich – Zwei Thore I.;1872;2;0;
Petzold, Alfons – Bekenntnis;1916;2;0;
Petzold, Alfons – Heimat;1916;2;0;
Pfau, Ludwig – Lied von Robert Blum;1855;2;0;
Pfeil, Eduard von – Die Eisenreiter von Tobitschau;1867;2;0;
Pfizer, Gustav – Alarichs Grab;1841;2;0;
Pfizer, Gustav – Der Sandwirt;1841;2;0;
Posthumus, Theodor – Begräbnis;1844;2;0;
Posthumus, Theodor – Friedrich Wilhelm’s I. Regierungsantritt;1844;2;0;
Posthumus, Theodor – Regierungswechsel;1844;2;0;
Priem, Johann Paul – Derfflinger vor Stralsund;1849;2;0;
Prokesch, Friederike – Kaiser Josef und der Student;1870;2;0;
Proschko, Franz Isidor – Des Kaisers Wort;1850;2;0;
Proschko, Franz Isidor – Drei Salven;1850;2;0;
Prutz, Robert – Hamburg;1850;2;0;
Puff, Rudolph – Thomas Erdödy;1842;2;0;
Putlitz, Gustav Gans zu – Testament des Großen Kurfürsten [Ausschnitte];1855;2;0;
Rauscher, Ernst – Der Backenstreich;1868;2;0;
Reder, Heinrich von – Bismarck;1858;2;0;
Reder, Heinrich von – Die Nagelschmiede;1858;2;0;
Reder, Heinrich von – General Seydlitz bei Roßbach;1858;2;0;
Redwitz, Oskar von – Auf Wilhelmshöhe;1857;2;0;
Remy, Max – Dem Könige! (Juni 1862);1862;2;0;
Remy, Max – Der König und das Kind;1862;2;0;
Remy, Max – Des Königs Ankunft in Berlin;1873;2;0;
Rittershaus, Emil – An Frankreich;1868;2;0;
Rittershaus, Emil – Auf, nach Paris!;1868;2;0;
Rodenberg, Julius – Nach Paris;1865;2;0;
Roëll, Paul von – Der Kaiserin Augusta;1884;2;0;
Roëll, Paul von – Gebet bei des Kaisers Verwundung;1884;2;0;
Roëll, Paul von – Heil Hohenzollern!;1884;2;0;
Roëll, Paul von – Kaiserlied zum 22. März 1883;1884;2;0;
Rogge, Friedrich Wilhelm – Die Königswittwe;1842;2;0;
Rogge, Friedrich Wilhelm – Kaiser Karls Heimkehr;1842;2;0;
Rogge, Friedrich Wilhelm – Manfred;1842;2;0;
Romang, Johann Jacob – Dr Friesenwäg;1865;2;0;
Ruppel, Heinrich – Die zu Häupten Frührot haben;1920;2;0;
Schack, Adolf Friedrich Graf von – Der Kadett;1849;2;0;
Scheffel, Joseph Viktor von – Alt Heidelberg;1853;2;0;
Scheffel, Joseph Viktor von – Dörpertanzweise;1860;2;0;
Scheffel, Joseph Viktor von – Im Lager von Akkon;1860;2;0;
Scherenberg, Ernst – Kaiser Friedrichs Tod;1873;2;0;
Scherenberg, Ernst – Zur Einweihung des Nationaldenkmals auf dem Niederwald (28. Sept. 1883);1873;2;0;
Schirach, Baldur von – Hitler;1933;2;0;
Schlesinger, Sigmund – Der erste Babenberger;1845;2;0;
Schlönbach, Karl Arnold – Margarethe von Thüringen;1841;2;0;
Schmied, Franz von – Die Schlacht bei Nürnberg;1874;2;0;
Schmied, Franz von – Przemisl Ottokar II.;1874;2;0;
Schneider, Rudolf – Die Schlacht bei Calliano;1874;2;0;
Schnezler, August – Berthold Schwarz;1843;2;0;
Schnezler, August – Konrad von Würzburgs Tod;1843;2;0;
Schönaich-Carolath, Emil von – Der säumige Landsknecht;1886;2;0;
Schücking, Levin Ludwig – Der König von Münster. Eine Vorgeschichte;1848;2;0;
Schüler, Gustav – Der Letzte;1902;2;0;
Schüler, Gustav – Die Schlacht bei Sempach;1902;2;0;
Schüler, Gustav – Friedrich der Schöne und Ludwig der Bayer;1902;2;0;
Schüler, Gustav – Napoleons Rückzug aus Rußland;1902;2;0;
Schüler, Gustav – Oktober 1813;1902;2;0;
Schults, Adolf – Die Disputation;1854;2;0;
Schwarzbach, Joseph – Der Tag zu Mann;1874;2;0;
Schwarzbach, Joseph – Maximilian II.;1874;2;0;
Seeber, Joseph – Der Sensenschmied von Bolders;1874;2;0;
Seyferth, Karl – Die Hussiten vor Naumburg;1843;2;0;
Stieler, Karl – An Anfrag;1876;2;0;
Stieler, Karl – Bei Wörth;1876;2;0;
Stieler, Karl – Elisabeth;1876;2;0;
Stieler, Karl – Unter der Linde. Zerfallen;1876;2;0;
Stöber, Adolf – Der schwarze Tod in Straßburg;1844;2;0;
Stöber, Adolf – General York bei Wartenburg;1844;2;0;
Stöber, Adolf – Kaiser Sigismund;1844;2;0;
Stöber, Adolf – Melanchthon und die betenden Kinder in Torgau;1844;2;0;
Stöber, Adolf – Zwinglis Denkstein bei Cappel;1844;2;0;
Storm, Theodor – Gräber an der Küste;1851;2;0;
Strauß und Torney, Lulu von – Chronik;1907;2;0;
Strodtmann, Adolf – Die Baiern bei Châteaudun;1863;2;0;
Sturm, Julius – Barbarossa;1850;2;0;
Sturm, Julius – Deutschland für immer;1850;2;0;
Tarnowski, Ladislaus – Laudon vor Breslau;1845;2;0;
Thoma, Ludwig – Landsturmmanns Abschied;1901;2;0;
Träger, Albert – Friedrich dem Dritten;1864;2;0;
Trojan, Johannes – Der schönste Kranz;1871;2;0;
Ulitz, Arnold – Gasangriff;1922;2;0;
Vesper, Will – Auf den Tod der jungen Kriegsfreiwilligen vor Ypern;1910;2;0;
Vesper, Will – Das ewige Reich;1916;2;0;
Vesper, Will – Dem Führer;1916;2;0;
Vesper, Will – Völkerwanderung;1916;2;0;
Vierordt, Heinrich – Heinrichs des Löwen Trotz;1889;2;0;
Vierordt, Heinrich – Ledebour;1889;2;0;
Vierordt, Heinrich – Rouget de l’Isle;1889;2;0;
Walahfrid Strabo – Ein Traum;1910;2;0;
Weber, Ernst – Eppelein von Geilingen;1907;2;0;
Weber, Friedrich Wilhelm – Am Opfersteine;1847;2;0;
Weber, Friedrich Wilhelm – Das Kloster;1847;2;0;
Weber, Friedrich Wilhelm – Eine Leichenwacht;1847;2;0;
Weber, Friedrich Wilhelm – Im Kloster;1847;2;0;
Weber, Otto – Andreas Hofer;1842;2;0;
Weber, Otto – Der schlummernde Friedrich;1842;2;0;
Weber, Otto – Die Schlacht im Teutoburger Walde;1842;2;0;
Weck, Gustav – Vater und Sohn;1876;2;0;
Weitbrecht, Carl – Den Toten von Gravelotte;1881;2;0;
Weitbrecht, Carl – Der erste Tote;1881;2;0;
Wenzig, Joseph – Kaiser Ferdinands I. Testament;1841;2;0;
Wiener, Oskar – Altes Lied;1901;2;0;
Wiener, Oskar – Lied des Hörigen;1901;2;0;
Wildenbruch, Ernst von – Der Alte beim Schützenfeste;1879;2;0;
Wildenbruch, Ernst von – Der Kaiserin Viktoria;1879;2;0;
Wildenbruch, Ernst von – Kaiser Wilhelm unter seinen Paladinen;1879;2;0;
Wildenbruch, Ernst von – Kaiser Wilhelms Tod;1879;2;0;
Winterfeld, Paul von – Der Franke in Byzanz;1888.5;2;0;
Winterfeld, Paul von – Totenklage um Karl den Großen;1888.5;2;0;
Wolff, Julius – An das junge Geschlecht;1868;2;0;
Wolff, Julius – Vorwärts;1868;2;0;
Wurzbach, Konstantin von – Die Schlacht bei Stockach;1852;2;0;
Zeise, Heinrich – Das deutsche Heer vor Paris;1856;2;0;
Zettel, Karl – Auf dem Castrum von Pfünz (ad pontes) bei Eichstädt;1865;2;0;
Zimmermann, Friedrich Wilhelm – Kaiser Otto III.;1841;2;0;
Zimmermann, Friedrich Wilhelm – Nicodemus Frischlin auf Hohenurach;1841;2;0;
Albrecht, Engelbert – Sankt Bonifatius;1870;3;0;
Baron, Richard – König Wilhelms Entschluß;1843;3;0;
Beck, Friedrich – Germanias Friedensruf;1840;3;0;
Beck, Friedrich – Herzog Luitpolds Tod;1840;3;0;
Beer, Heinrich – Wach’ auf!;1863;3;0;
Benedix, Roderich – Der Spaziergang nach Berlin;1870;3;0;
Beyschlag, Willibald – St. Severinus;1857;3;0;
Binder, Franz – Der Landwehrmann;1862;3;0;
Blumenthal, Oskar – Ein Kaiserwort;1876;3;0;
Böttger, Adolf – Die Hunnenschlacht bei Merseburg;1850;3;0;
Böttger, Adolf – Friedrich der Gebissene bei Lucka;1850;3;0;
Böttger, Adolf – Friedrich der Weise und Erasmus von Rotterdam;1850;3;0;
Böttger, Adolf – Goethe;1850;3;0;
Brentano, Fritz – Der Kaiser, der Kaiser gefangen!;1872;3;0;
Colshorn, Theodor – Wodan;1855;3;0;
Curtius, Ernst – Alexander von Humboldt;1848;3;0;
Curtius, Ernst – Des Königs Heimkehr;1848;3;0;
Curtius, Ernst – Metz;1848;3;0;
Czilsky, Karl Julius Stanislaus – Adalberts von Prag Märtyrertod;1854;3;0;
Dahn, Felix – An Kaiser Friedrich;1868;3;0;
Dahn, Felix – Belleda;1868;3;0;
Dahn, Felix – Das Königsurteil;1868;3;0;
Dahn, Felix – Das Lied vom Schill (1809);1868;3;0;
Dahn, Felix – Kaiser Dezius (249–251 n. Chr.);1868;3;0;
Dahn, Felix – Kriemhilde;1868;3;0;
Dahn, Felix – Lied der Ghibellinnen;1860;3;0;
Dahn, Felix – Lied Siegfrieds;1868;3;0;
Dahn, Felix – Maria von Burgund;1868;3;0;
Dehmel, Richard – Lied an alle;1914;3;0;
Delius, Nikolaus – Camoëns;1847;3;0;
Duller, Eduard – Kaisers Wort, Gottes Wort;1843;3;0;
Duller, Eduard – Landgraf Philipp der Großmüthige;1843;3;0;
Fontane, Theodor – Jung Bismarck;1853;3;0;
Fontane, Theodor – Katharina von Medici;1853;3;0;
Frankl, Ludwig August – Göthe und Beethoven in Töplitz;1844;3;0;
Frankl, Ludwig August – Kaiser Otto's Leichenzug;1844;3;0;
Freiligrath, Ferdinand – Am Baum der Menschheit drängt sich Blüt’ an Blüte;1844;3;0;
Freiligrath, Ferdinand – Kreuzigung;1844;3;0;
Freudenthal, August – Hermann Billung;1885;3;0;
Fuchs, Reinhold – Deutsche Treue;1892;3;0;
Gaudy, Alice von – Heinz von Lüder;1897;3;0;
Geibel, Emanuel – Das Lied vom Reich;1849;3;0;
Geibel, Emanuel – Dem siegreichen Heere;1849;3;0;
Geibel, Emanuel – Die Londoner Konferenz;1852;3;0;
Geibel, Emanuel – Gudruns Klage;1849;3;0;
Geibel, Emanuel – Volkers Nachtgesang;1849;3;0;
Geibel, Emanuel – Von des Kaisers Bart;1849;3;0;
Gerok, Karl – Auf den Tod der Kaiserin Augusta;1849;3;0;
Gerok, Karl – Der Geister Heimkehr;1871;3;0;
Gerok, Karl – Der Kaiser tot!;1849;3;0;
Gerok, Karl – Der Kaiserin Irene letzte Reise. Horch, horch, horch!;1849;3;0;
Gerok, Karl – Die Geister der Helden;1849;3;0;
Gerok, Karl – Friede;1849;3;0;
Gerok, Karl – Friedensgruß unsern heimkehrenden Kriegern;1849;3;0;
Gerok, Karl – Heinrichs I. Wahl;1849;3;0;
Gerok, Karl – Zu Kaiser Friedrichs Heimgang;1888;3;0;
Goedeke, Karl – Heinrich der Vogler;1848;3;0;
Goedeke, Karl – König Wilhelm;1848;3;0;
Goßmann, Johann Bartholomäus – St. Kilian;1845;3;0;
Greif, Martin – An Deutschland;1870;3;0;
Greif, Martin – Der Ottosund;1873;3;0;
Greif, Martin – Die Römerschanze;1873;3;0;
Greif, Martin – Kaiser Karl und die Normannen;1873;3;0;
Groth, Klaus – Graf Rudolf von Böklenburg;1853;3;0;
Grün, Anastasius – Auf Joseph II.;1840;3;0;
Grün, Anastasius – Das Wiedersehen;1840;3;0;
Grün, Anastasius – Die ledernen Hosen;1840;3;0;
Grün, Anastasius – Die Statue Josephs II.;1840;3;0;
Grün, Anastasius – Karls des Kühnen Tod;1840;3;0;
Haltaus, Karl – Der falsche Waldemar. Waldemars Rückkehr;1845;3;0;
Haltaus, Karl – Der falsche Waldemar. Waldemars Waldemars Erhebung und Fall;1845;3;0;
Hamerling, Robert – Deutscher Festgesang;1864;3;0;
Haushofer, Max – Heinrichs III. Ende;1874;3;0;
Hebbel, Friedrich – An König Wilhelm I.;1847;3;0;
Heine, Heinrich – Die schlesischen Weber;1844;3;0;
Heine, Heinrich – Schelm von Bergen;1846;3;0;
Hertz, Wilhelm – Alboin und Rosamunde;1858;3;0;
Hertz, Wilhelm – König Autharis Brautschau;1859;3;0;
Hesekiel, George – Die drei Ersten;1853;3;0;
Hesekiel, George – Friedrich Wilhelm IV. bei Lützen;1853;3;0;
Horn, Uffo – Huß und Hieronymus;1851;3;0;
Hörth, Otto – Meister Erwins Heerschau;1876;3;0;
Kinkel, Gottfried – Petrus. 67 n. Chr.;1849;3;0;
Köppen, Fedor von – Jochimke, hüte dich;1864;3;0;
Krais, Julius – Margarethe von Thüringen;1841;3;0;
Kübler, Jakob – Die Schlacht bei Nancy;1847;3;0;
Künzel, Heinrich – Theophrastus Paracelsus;1844;3;0;
Leuthold, Heinrich – Das Eisen;1861;3;0;
Liliencron, Detlev von – Stapellauf;1878;3;0;
Lingg, Hermann – Auf dem Lechfelde;1854;3;0;
Lingg, Hermann – Der Winterkönig;1854;3;0;
Lingg, Hermann – Die Gegenkaiser;1854;3;0;
Lingg, Hermann – Kaiser Karl als Richter;1854;3;0;
Lingg, Hermann – Karl der Große;1854;3;0;
Lingg, Hermann – Karl der Zwölfte;1854;3;0;
Lingg, Hermann – Salamis;1854;3;0;
Lissauer, Ernst – Aus dem Dreißigjährigen Kriege;1916;3;0;
Löns, Hermann – Das bunte Lied;1900;3;0;
Löwe, Feodor – Die ehernen Würfel mögen rollen!;1850;3;0;
Maximilian, Peter Paul – Lowositz;1862;3;0;
Mayer, Karl August – Rotbarts Abschied;1842;3;0;
Meyer, Conrad Ferdinand – Deutsche Libertät;1859;3;0;
Meyer, Conrad Ferdinand – Die alte Brücke;1859;3;0;
Meyer, Conrad Ferdinand – Die gezeichnete Stirne;1859;3;0;
Meyer, Conrad Ferdinand – Huttens letzte Tage. Ulrich von Huttens Romfahrt;1859;3;0;
Meyer, Conrad Ferdinand – Luther;1859;3;0;
Meyer, Johannes – Karl Martells Sieg über die Araber;1869;3;0;
Meyern, Gustav von – Sie haben dich lange verachtet!;1860;3;0;
Möser, Albert – Aufbruch der Langobarden;1869;3;0;
Möser, Albert – Die deutschen Reichskleinodien;1869;3;0;
Möser, Albert – Lied des Türmers;1869;3;0;
Müller von der Werra – Barbarossas Erwachen und Triumph;1871;3;0;
Müller von Königswinter, Wolfgang – Adolf von Nassau;1849;3;0;
Müller von Königswinter, Wolfgang – Kaiser Max und Albrecht Dürer;1849;3;0;
Müller von Königswinter, Wolfgang – Meister Tancho;1849;3;0;
Münchhausen, Börries von – Das Ende;1908;3;0;
Münchhausen, Börries von – Die Wunderwirkung der Latinität;1907;3;0;
Neßler, Friedrich – Ein Mann, ein Wort;1840;3;0;
Netz, Karl Ludwig – Alarich in Rom;1853;3;0;
Oelkers, Hermann Theodor – Derflinger;1850;3;0;
Pfizer, Gustav – Griechische Spiele;1841;3;0;
Pfizer, Gustav – Griechischer Heldensinn;1841;3;0;
Pocci, Franz von – Gartende Lanesknechte;1841;3;0;
Puff, Rudolph – Der Tag von Salenkemen;1842;3;0;
Reder, Heinrich von – Der alte Grenadier (1812);1858;3;0;
Redwitz, Oskar von – An Napoleon III.;1870;3;0;
Rittershaus, Emil – Kölner Dombaufest;1868;3;0;
Rogge, Friedrich Wilhelm – Otto mit dem Bart;1842;3;0;
Schack, Adolf Friedrich Graf von – Der Triumphator;1849;3;0;
Schack, Adolf Friedrich Graf von – Grablied Karls V.;1849;3;0;
Scheffel, Joseph Viktor von – Die Schweden in Rippoldsau;1860;3;0;
Scherenberg, Ernst – Auf der Nordsee;1873;3;0;
Scherenberg, Ernst – Zum 9. März 1888;1888;3;0;
Schirach, Baldur von – Den Soldaten des großen Krieges;1929;3;0;
Schlönbach, Karl Arnold – Des deutschen Kaisers Leiche;1841;3;0;
Schlönbach, Karl Arnold – Drusus in Deutschland;1841;3;0;
Schönaich-Carolath, Emil von – Legende;1886;3;0;
Schönaich-Carolath, Emil von – Neben Gewittern;1886;3;0;
Schults, Adolf – Der Bauernkrieg;1854;3;0;
Schults, Adolf – Luthers Rückkehr von Worms;1854;3;0;
Seeber, Joseph – Aufstand;1890;3;0;
Seidel, Ina – Der Fußbreit Erde;1919;3;0;
Stern, Adolf – Aëtius;1869;3;0;
Stöber, Adolf – Luther am Krankenbette Melanchthons;1844;3;0;
Stöber, August – Gustav Adolf;1842;3;0;
Strauß und Torney, Lulu von – Die Bauernführer;1907;3;0;
Sturm, Julius – Katharina, Gräfin von Schwarzburg-Rudolfstadt und Herzog Alba;1850;3;0;
Sturm, Julius – Wolfgang, Fürst zu Anhalt;1850;3;0;
Thoma, Ludwig – Am 1. August 1914;1901;3;0;
Träger, Albert – Ein Volk, ein Herz, ein Vaterland;1871;3;0;
Vierordt, Heinrich – Totenhausen;1889;3;0;
Weber, Otto – Auf St. Helena;1842;3;0;
Weilen, Josef von – Feldmarschall Laudon;1862;3;0;
Wichert, Ernst – Der Kurfürst in Preußen;1865;3;0;
Wickenburg, Albrecht von – Das letzte Aufgebot;1872;3;0;
Wildenbruch, Ernst von – Andreas Hofer;1879;3;0;
Wildenbruch, Ernst von – Moltke;1891;3;0;
Wildenbruch, Ernst von – Unser Bismarck;1898;3;0;
Winckler, Willibald – Der erste gefangene Turko;1854.5;3;0;
Wolff, Julius – Das neue Reich;1873;3;0;
Zuckermann, Hugo – Österreichisches Reiterlied;1897.5;3;0;
Allmers, Hermann – Das Volksgericht unter der Stahleiche zu Hagen;1855;4;0;
Amyntor, Gerhard von – Ernst von Mansfelds Tod;1865;4;0;
Beck, Friedrich – Herr, unser Gott, dich loben wir;1840;4;0;
Becker, Friedrich – Die Schlacht bei Mollwitz;1842;4;0;
Blomberg, Hugo von – Des alten Dessauers Gebet;1854;4;0;
Böttger, Adolf – Wartburglieder. Ein’ feste Burg ist unser Gott;1850;4;0;
Böttger, Adolf – Wartburglieder. In Martin Luther ward;1850;4;0;
Böttger, Adolf – Wartburglieder. Triumph, Triumph!;1850;4;0;
Bröger, Karl – Heimkehr;1920;4;0;
Brunold, Friedrich – Der starke Mann;1845;4;0;
Dahn, Felix – Aëtius;1868;4;0;
Dahn, Felix – Die letzten Ritter von Marienburg;1868;4;0;
Dahn, Felix – Die Mette von Marienburg. 1. Nachtlockiges Weib;1868;4;0;
Dahn, Felix – Die Mette von Marienburg. 2. Gesteh, du wilder;1868;4;0;
Dahn, Felix – Germanenmarkung;1868;4;0;
Dahn, Felix – Lied der Geusen;1868;4;0;
Dahn, Felix – Lied Ralfs vom Rhein;1868;4;0;
Dahn, Felix – Saint Privat;1868;4;0;
Dahn, Felix – Siegeslied der Deutschen beim Einzug in Mailand;1868;4;0;
Dahn, Felix – Thors Hammerwurf;1868;4;0;
Droste-Hülshoff, Annette von – Der Tod des Erzbischofs Engelbert von Köln;1841;4;0;
Evers, Matthias – Der Sieg bei Weißenburg;1879;4;0;
Fontane, Theodor – Alte-Fritz-Grenadiere. Rekruten-Korporal;1853;4;0;
Fontane, Theodor – Berliner Spottvers 1812;1853;4;0;
Fransecky, Karl Otto von – Das Lied vom Spork;1855;4;0;
Freiligrath, Ferdinand – Eine Geusenwacht;1844;4;0;
Geibel, Emanuel – An Deutschland;1871;4;0;
Geibel, Emanuel – Auf dem Schlachtfelde von Chäronea;1849;4;0;
Geibel, Emanuel – Ebene von Marathon;1849;4;0;
Gerok, Karl – „Ave Caesar, morituri te salutant!“;1849;4;0;
Gerok, Karl – Sedan;1849;4;0;
Gerok, Karl – Wie Kaiser Karl Reben pflanzte;1867;4;0;
Goedeke, Karl – König Ludwig II.;1848;4;0;
Greif, Martin – Das Kind von Fehrbellin;1873;4;0;
Halm, Friedrich – Thusnelda;1840;4;0;
Harder, Agnes – Marienburg;1898;4;0;
Hebbel, Friedrich – Die heilige Drei;1847;4;0;
Hertz, Wilhelm – König Etzels Tod;1869;4;0;
Hesekiel, George – Charlottenburg;1853;4;0;
Hesekiel, George – Der Hornist von Mars la Tour;1853;4;0;
Hesekiel, George – Der Königssieg bei Metz;1853;4;0;
Hesekiel, George – Des ersten Preußenkönigs Krönung;1853;4;0;
Hesekiel, George – Des Königs Tod;1853;4;0;
Hesekiel, George – Die Hohenzollern;1846;4;0;
Hirsch, Rudolf – Kaiser Konrads II. Krönung;1850;4;0;
Kinkel, Gottfried – Deutschland über alles;1849;4;0;
Kletke, Hermann – Kurfürst Joachim I. Fürwahr, dem Adel war es arge Schmach;1847;4;0;
Köhler, Ludwig – Des Königs Rache;1853;4;0;
Köppen, Fedor von – Der Junker von Seydlitz;1864;4;0;
Lingg, Hermann – Der Bannstrahl;1854;4;0;
Lingg, Hermann – Lepanto;1854;4;0;
Lohmeyer, Julius – Über der Walstatt;1868;4;0;
Marggraff, Hermann – An Preußen;1843;4;0;
Meißner, Alfred – Die Ziskaberger Schlacht;1856;4;0;
Meyer, Conrad Ferdinand – Der deutsche Schmied;1859;4;0;
Meyer, Conrad Ferdinand – Hussens Kerker;1859;4;0;
Meyer, Conrad Ferdinand – Huttens letzte Tage. Das alte Hütlein;1859;4;0;
Meyer, Conrad Ferdinand – Napoleon im Kreml;1882;4;0;
Minding, Julius – Der Friede;1842;4;0;
Möser, Albert – Heinrichs IV. Flucht;1869;4;0;
Mühl, Gustav – Die Judenverbrennung in Straßburg;1853;4;0;
Müller von Königswinter, Wolfgang – Johann von Schwaben;1849;4;0;
Müller von Königswinter, Wolfgang – Johannes Huß;1849;4;0;
Müller von Königswinter, Wolfgang – Wilhelm Tell;1849;4;0;
Ohorn, Anton – Die Mongolenschlacht;1880;4;0;
Pocci, Franz von – Die Sendlinger Schlacht;1841;4;0;
Presber, Rudolf – Die Helden vom Iltis;1902;4;0;
Rüthning, Paul – Der Überfall;1910;4;0;
Schack, Adolf Friedrich Graf von – Franz I. von Frankreich vor Pavia;1849;4;0;
Schlönbach, Karl Arnold – Kaiser Karl IV. in Nürnberg;1841;4;0;
Schöppner, Alexander – Friedrichs des Schönen Treue;1854;4;0;
Schults, Adolf – Bildersturm;1854;4;0;
Schults, Adolf – Ein Kaiserwort;1854;4;0;
Stöber, Adolf – Luthers letztes Ja;1844;4;0;
Stöber, August – Das Grab im neuen Münster zu Würzburg;1842;4;0;
Storm, Theodor – 1. Januar 1851;1851;4;0;
Träger, Albert – Deutsches Pfingsten;1871;4;0;
Treitschke, Heinrich von – Das Lied vom schwarzen Adler;1870;4;0;
